67;'PROFISSIONAL DE MARKETING'
68;'PROPRIETÁRIO DE IMÓVEL, RECEBENDO RENDIMENTO DE ALUGUEL'
69;'PSICÓLOGO'
70;'SACERDOTE'
71;'SENADOR'
72;'SERVIDOR DE NÍVEL SUPERIOR NAS ATIVIDADES DE FISCALIZAÇÃO'
73;'SERVIDOR DE NÍVEL SUPERIOR NAS ATIVIDADES DE GESTÃO GOVERNAMENTAL'
74;'SERVIDOR DE NÍVEL SUPERIOR NAS ATIVIDADES DE PESQUISA ECONÔMICA'
75;'SERVIDOR PÚBLICO ESTADUAL'
76;'SERVIDOR PÚBLICO FEDERAL'
77;'SERVIDOR PÚBLICO MUNICIPAL'
78;'SUPERVISOR DE VENDAS E PRESTAÇÃO DE SERVIÇOS DO COMÉRCIO'
79;'TABELIÃO E DEMAIS SERVENTUÁRIOS DE JUSTIÇA'
80;'TÉCNICO DA PRODUÇÃO AGROPECUÁRIA'
81;'TÉCNICO DAS CIÊNCIAS ADMINISTRATIVAS'
82;'TÉCNICO DE LABORATÓRIO E RAIOS X E OUTROS EQUIPAMENTOS'
83;'TÉCNICO EM BIOLOGIA'
84;'TÉCNICO EM CIÊNCIAS FÍSICAS'
85;'TÉCNICO EM CONSTRUÇÃO CIVIL, DE EDIFICAÇÕES E OBRAS DE INFRA-ESTRUTURA'
86;'TÉCNICO EM ELETRÔNICA'
87;'TÉCNICO EM ELETRO-ELETRÔNICA E FOTÔNICA'
88;'TÉCNICO EM INFORMÁTICA'
89;'TÉCNICO EM METALMECÂNICA'
90;'TÉCNICO EM NAVEGAÇÃO AÉREA'
91;'TÉCNICOS EM ESTATÍSTICA'
92;'TRABALHADOR DA FABRICAÇÃO DE ALIMENTOS'
93;'TRABALHADOR DA FABRICAÇÃO E INSTALAÇÃO ELETRO-ELETRÔNICA'
94;'TRABALHADOR DA INDÚSTRIA EXTRATIVA'
95;'TRABALHADOR DA TRANSFORMAÇÃO DE METAIS E COMPÓSITOS'
96;'TRABALHADOR DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO'
97;'TRABALHADOR DA INDÚSTRIA QUÍMICA'
98;'TRABALHADOR DAS INDÚSTRIAS TÊXTEIS, DO CURTIMENTO, DO VESTUÁRIO'
99;'TRABALHADOR DE ATENDIMENTO AO PÚBLICO'
100;'TRABALHADOR DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL'
101;'TRABALHADOR DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO'
102;'TRABALHADOR DE REPARAÇÃO E MANUTENÇÃO'
103;'TRABALHADOR DOS SERVIÇOS DE ADMINISTRAÇÃO DE EDIFÍCIOS'
104;'CABELEREIRO, BARBEIRO'
105;'TRABALHADOR DOS SERVIÇOS DE HOTELARIA'
106;'TRABALHADOR DOS SERVIÇOS DE SAÚDE'
107;'TRABALHADOR DOS SERVIÇOS DOMÉSTICOS EM GERAL'
108;'TRABALHADOR NA EXPLORAÇÃO AGROPECUÁRIA'
109;'TRABALHADORES DA INDÚSTRIA DE CALÇADOS'
110;'PATOLOGISTA (VETERINÁRIO)'
111;'TRABALHADORES DOS SERVIÇOS FUNERÁRIOS'
112;'VENDEDOR'
113;'VETERINÁRIO'
114;'TÉCNICO DAS CIÊNCIAS CONTÁBEIS'
115;'CONTADOR'
116;'AUDITOR'
117;'PROCURADOR'
118;'CONSULTOR JURÍDICO'
119;'PROMOTOR DE JUSTIÇA'
120;'DEFENSOR PÚBLICO'
121;'ASSISTENTE ADMINISTRATIVO'
122;'AUXILIAR ADMINISTRATIVO'
123;'CORRETOR DE SEGUROS'
124;'LEILOEIRO'
125;'DESENVOLVEDOR DE SOFTWARE'
126;'ADMINISTRADOR DE REDES'
127;'ADMINISTRADOR DE BANCOS DE DADOS'
128;'ARTISTAS DE ARTES POPULARES E MODELOS'
129;'DIRETOR DE ESPETÁCULOS'
130;'ECONOMIÁRIO'
131;'ESCRITURÁRIO'
132;'DOCUMENTALISTA'
133;'ARQUIVÓLOGO'
134;'MUSEÓLOGO'
135;'BIOMÉDICO E AFINS'
136;'ESTAGIÁRIO E AFINS'
137;'DECORADOR DE INTERIORES'
138;'FOTÓGRAFO'
139;'GUIA DE TURISMO'
140;'TÉCNICOS EM OPERAÇÃO DE MÁQUINAS DE TRATAMENTO DE DADOS'
141;'AGENTE DE VIAGEM E AFINS'
142;'VITRINISTA'
143;'ESCULTOR'
144;'PINTOR ARTÍSTICO E AFINS'
145;'EMPRESA INDUSTRIAL'
146;'EMPRESA COMERCIAL'
147;'EMPRESA PRESTADORA DE SERVIÇOS'
148;'BAILARINO'
149;'COREÓGRAFO'
150;'NUTRICIONISTA'
151;'FARMACÊUTICO'
152;'QUÍMICO'
153;'METEOROLOGISTA'
154;'GEÓLOGO'
155;'OCEANÓGRAFO'
156;'ASTRÔNOMO'
157;'GEOFÍSICO'
158;'FISIOTERAPEUTA'
159;'TERAPEUTA OCUPACIONAL'
160;'HISTORIADOR'
161;'GERENTE DE OPERAÇÕES'
162;'GERENTE DE ÁREAS DE APOIO'
163;'DETETIVE'
164;'VIDREIRO'
165;'CERAMISTA'
166;'REPÓRTER'
167;'DESEMBARGADOR'
168;'ESTATÍSTICO'
169;'ATUÁRIO'
170;'MEMBRO DO MINISTÉRIO PÚBLICO'
171;'CONDUTOR E OPERADOR DE ROBÔS'
172;'CONDUTOR E OPERADOR DE VEÍCULOS E EQUIPAMENTOS DE MOVIMENTAÇÃO DE CARGA'
173;'ARRANJADOR'
174;'REGENTE DE ORQUESTRA OU CORAL'
175;'ORIENTADOR EDUCACIONAL'
176;'CAÇADOR'
177;'EXTRATIVISTA FLORESTAL'
178;'PREFEITO'
179;'COMANDANTE DE EMBARCAÇÕES E OFICIAIS DE MÁQUINAS'
180;'GOVERNADOR'
181;'MINISTRO DE ESTADO E DA DIPLOMACIA'
182;'PROFISSIONAL DE PUBLICIDADE'
183;'PROFISSIONAL DA COMERCIALIZAÇÃO'
184;'PSICANALISTA'
185;'MEMBRO DE ORDENS OU SEITAS RELIGIOSAS'
186;'DEPUTADO ESTADUAL'
187;'VEREADOR'
188;'DEPUTADO FEDERAL'
189;'TÉCNICO EM CIÊNCIAS QUÍMICAS'
190;'SERVENTUÁRIO DA JUSTIÇA'
191;'TÉCNICO EM NAVEGAÇÃO MARÍTIMA'
192;'FISCAL DE TRIBUTAÇÃO DE NÍVEL MÉDIO'
193;'TÉCNICO EM NAVEGAÇÃO FLUVIAL'
194;'TÉCNICO EM NAVEGAÇÃO METROFERROVIÁRIA'
195;'TRABALHADOR DA FABRICAÇÃO DE BEBIDAS'
196;'TRABALHADOR DA FABRICAÇÃO DE  FUMO'
197;'TRABALHADOR DA FABRICAÇÃO DE AGROINDÚSTRIAS'
198;'TRABALHADOR DA CONSTRUÇÃO CIVIL'
199;'TRABALHADOR DAS INDÚSTRIAS DAS ARTES GRÁFICAS'
200;'TRABALHADOR DA INDÚSTRIA PETROQUÍMICA'
201;'TRABALHADOR DA INDÚSTRIA DA BORRACHA E PLÁSTICO E AFINS'
202;'DESPACHANTE'
203;'RECENSEADOR'
204;'MANICURE, PEDICURE'
205;'TRABALHADOR DOS SERVIÇOS DE ALIMENTAÇÃO'
206;'PRESTADOR DE SERVIÇOS DO COMÉRCIO'
207;'AMBULANTE'
208;'CAIXEIRO-VIAJANTE'
209;'CAMELÔ'
210;'ZOOTECNISTA '
211;'SOCIÓLOGO'
212;'ANTROPÓLOGO'
213;'ARQUEÓLOGO'
214;'ARQUITETO'
215;'MASSAGISTA'
216;'ESTETICISTA'
217;'OCUPANTE DE CARGO DE ASSESSORAMENTO SUPERIOR'
218;'OCUPANTE DE CARGO DE ASSISTÊNCIA INTERMEDIÁRIA'
219;'SERVIDOR DE NÍVEL SUPERIOR NAS ATIVIDADES DE FINANÇAS'
220;'SERVIDOR DE NÍVEL SUPERIOR NAS ATIVIDADES DE CONTROLE'
221;'SERVIDOR DE NÍVEL SUPERIOR NAS ATIVIDADES DE PLANEJAMENTO'
222;'TRABALHADOR DOS SERVIÇOS DE CONSERVAÇÃO DE EDIFÍCIOS'
223;'TRABALHADOR DOS SERVIÇOS DE MANUTENÇÃO DE EDIFÍCIOS'
228;'ESTUDANTE'
229;'TRABALHADOR AGRÍCOLA'
230;'RELAÇÕES PÚBLICAS'
231;'PUBLICITÁRIO'
232;'AUTÔNOMO'
233;'AÇOUGUEIRO'
234;'ADIDO ESTRANGEIRO'
235;'ADJUNTO ADMINISTRATIVO'
236;'ADMINISTRADOR DE AEROPORTO'
237;'ADMINISTRADOR DE EMPRESA'
238;'ADMINISTRADOR DE FAZENDA'
239;'ADMINISTRADOR RURAL'
240;'ADUBADO'
241;'AEROMOÇA'
242;'AERONAUTA'
243;'AEROVIÁRIO'
244;'AFIADOR DE FERRAMENTAS'
245;'AFIADOR DE METAIS PRECIOSOS'
246;'AGENCIADOR'
247;'AGENTE AUTÔNOMO'
248;'AGENTE COMERCIAL'
249;'AGENTE DE CORREIO'
250;'AGENTE DE ESTAÇÃO'
251;'AGENTE DE FISCALIZAÇÃO DE IMPOSTO'
252;'AGENTE DE INVESTIMENTO'
253;'AGENTE DE POLICIA'
254;'AGENTE DE SEGUROS'
255;'AGENTE DE TELECOMUNICAÇÕES'
256;'AGENTE DE TURISMO'
257;'AGENTE DE VENDAS'
258;'AGENTE EXPORTAÇÃO'
259;'AGENTE FISCAL'
260;'AGENTE PENITENCIÁRIO'
261;'AGENTE TÉCNICO'
262;'AGENTE TRIBUTÁRIO'
263;'AGENTE TRIBUTÁRIO ESTADUAL'
264;'AGRICULTOR'
265;'AGRIMENSOR'
266;'AGROINDUSTRIAL'
267;'AGROPECUARISTA'
268;'AJUDANTE'
269;'AJUDANTE DE ARMADOR'
270;'AJUDANTE DE BOMBEIRO'
271;'AJUDANTE DE CAMINHÃO'
272;'AJUDANTE DE CARPINTEIRO'
273;'AJUDANTE DE DESPACHANTE'
274;'AJUDANTE DE ELETRICISTA'
275;'AJUDANTE DE ENCANADOR'
276;'AJUDANTE DE FERREIRO'
277;'AJUDANTE DE FUNILEIRO'
278;'AJUDANTE DE GARÇOM'
279;'AJUDANTE DE LANTERNEIRO'
280;'AJUDANTE DE MAQUINISTA'
281;'AJUDANTE DE MECÂNICO'
282;'AJUDANTE DE PEDREIRO'
283;'AJUDANTE DE SERRALHEIRO'
284;'AJUDANTE DE VITRINISTA'
285;'AJUDANTE GERAL'
286;'AJUSTADO MECÂNICO'
287;'ALFAIATE'
288;'ALMOXARIFE'
289;'ANALISTA JUDICIÁRIO'
290;'APICULTOR'
291;'APLICADOR DE SINTECO'
292;'APONTADOR'
293;'APOSENTADO'
294;'ARMADOR'
295;'ARMADOR DE CIMENTO'
296;'ARMADOR DE PESCA'
297;'ARMAZENADOR'
298;'ARMEIRO'
299;'ARQUIVISTA'
300;'ARRENDATÁRIO'
301;'ARRUMADEIRA'
302;'ARRUMADOR'
303;'ARTESÃO'
304;'ARTISTA'
305;'ARTISTA PINTOR'
306;'ARTISTA PLÁSTICO'
307;'ASCENSORISTA'
308;'ASSESSOR'
309;'ASSESSOR DE SEGURANÇA AÉREA'
310;'ASSESSOR POSTAL TELEGRÁFICO'
311;'ASSESSOR TÉCNICO'
312;'ASSISTENTE'
313;'ASSISTENTE COMERCIAL'
314;'ASSISTENTE DE ADMINISTRAÇÃO'
315;'ASSISTENTE DE DIRETOR'
316;'ASSISTENTE DE LABORATÓRIO'
317;'ASSISTENTE SOCIAL'
318;'ASSISTENTE TÉCNICO'
319;'ASTRONAUTA'
320;'ATACADISTA'
321;'ATENDENTE'
322;'ATENDENTE DE ENFERMAGEM'
323;'ATENDENTE DE FARMÁCIA'
324;'ATRIZ'
325;'AUXILIAR. DE TRAFEGO TELEGRÁFICO'
326;'AUXILIAR ACADÊMICO'
327;'AUXILIAR AGRÍCOLA'
328;'AUXILIAR DE ÁREAS GRÁFICAS'
329;'AUXILIAR DE ADMINISTRAÇÃO'
330;'AUXILIAR DE ALMOXARIFADO'
331;'AUXILIAR DE CARTÓRIO'
332;'AUXILIAR DE CIRURGIA'
333;'AUXILIAR DE COMERCIO'
334;'AUXILIAR DE CONTABILIDADE'
335;'AUXILIAR DE COZINHA'
336;'AUXILIAR DE EDUCAÇÃO'
337;'AUXILIAR DE ELETRICISTA'
338;'AUXILIAR DE ENFERMAGEM'
339;'AUXILIAR DE ESCRITÓRIO'
340;'AUXILIAR DE EXPEDIENTE'
341;'AUXILIAR DE FARMÁCIA'
342;'AUXILIAR DE INFORMÁTICA'
343;'AUXILIAR DE LABORATÓRIO'
344;'AUXILIAR DE MAGAREFE'
345;'AUXILIAR DE MECÂNICO'
346;'AUXILIAR DE METEOROLOGISTA'
347;'AUXILIAR DE MONTAGEM'
348;'AUXILIAR DE OBSERVADOR METER.'
349;'AUXILIAR DE PEDREIRO'
350;'AUXILIAR DE PRODUÇÃO'
351;'AUXILIAR DE PROFESSOR'
352;'AUXILIAR DE PROPAGANDISTA'
353;'AUXILIAR DE SERVIOS GERAIS'
354;'AUXILIAR DE SOLDADOR'
355;'AUXILIAR DE TESOUREIRO'
356;'AUXILIAR DE TOPÓGRAFO'
357;'AUXILIAR DE TRAFEGO'
358;'AUXILIAR DE VENDAS'
359;'AUXILIAR LEGISLATIVO'
360;'AUXILIAR TÉCNICO'
361;'AVALIADOR'
362;'AVALIADOR COMERCIAL'
363;'AVICULTOR'
364;'AZULEJADOR'
365;'BABA'
366;'BALCONISTA'
367;'BANQUEIRO'
368;'BARBEIRO'
369;'BAPTISTA'
370;'BARMAN'
371;'BARQUEIRO'
372;'BATERISTA'
373;'BETONEIRA'
374;'BILHETEIRO'
375;'BIOQUÍMICO'
376;'BISCATEIRO'
377;'BLOQUISTA'
378;'BOBINADO'
379;'BOIADEIRO'
380;'BOMBEIRO'
381;'BOMBEIRO DE GASOLINA'
382;'BOMBEIRO ELETRICISTA'
383;'BOMBEIRO ENCANADOR'
384;'BOMBEIRO HIDRÁULICO'
385;'BORDADOR'
386;'BORRACHEIRO'
387;'BOTÂNICO'
388;'BRITADOR'
389;'BROQUEIRO'
390;'BUSINESS'
391;'CÔNSUL'
392;'CABELEIREIRO'
393;'CAIXA'
394;'CAIXEIRO'
395;'CALAFATE'
396;'CALCULISTA'
397;'CALDEIREIRO'
398;'CAMAREIRO'
399;'CAMBISTA'
400;'CAMINHONEIRO'
401;'CAMISEIRO'
402;'CAMPEIRO'
403;'CANOEIRO'
404;'CANTOR'
405;'CAPATAZ'
406;'CAPITALISTA'
407;'CAPOTEIRO'
408;'CARCEREIRO'
409;'CARPINTEIRO'
410;'CARREGADOR'
411;'CARREGADOR DE CAMINHÃO'
412;'CARREGADOR DE MALAS POSTAIS'
413;'CARRETEIRO'
414;'CARROCEIRO'
415;'CARTAZISTA'
416;'CARTEIRO'
417;'CARTORÁRIO'
418;'CARVOEIRO'
419;'CASEIRO'
420;'CATADOR DE PAPEL'
421;'CENARISTA'
422;'CEREALISTA'
423;'CERVEJEIRO'
424;'CHACAREIRO'
425;'CHAPEADOR'
426;'CHAPELEIRO'
427;'CHAPISTA'
428;'CHARRETEIRO'
429;'CHAVEIRO'
430;'CHEFE DE ESTAÇÃO'
431;'CHEFE DE TREM'
432;'CICERONE'
433;'CICLISTA'
434;'CIENTISTA'
435;'CINEASTA'
436;'CINETECNICO'
437;'CIRURGIÃO'
438;'CISTERNEIRO'
439;'CO PILOTO'
440;'COB. FISCAL INSP.'
441;'COBRADOR'
442;'COBRADOR EM TRANSP. COLETIVO'
443;'COLETOR'
444;'COLHEDOR'
445;'COLOCADOR DE ANDAIMES'
446;'COLONO'
447;'COMANDANTE DE NAVIO'
448;'COMANDANTE DE VÔO'
449;'COMERCIÁRIO'
450;'COMERCIANTE'
451;'COMISSÁRIO'
452;'COMISSÁRIO DE BORDO NAVIO'
453;'COMISSÁRIO DE POLICIA'
454;'COMISSIONISTA'
455;'COMPOSITOR'
456;'COMPOSITOR MECÂNICO'
457;'COMPOSITOR MUSICAL'
458;'COMPOSITORA MUSICAL'
459;'COMUNICAÇÃO'
460;'CONDUTOR'
461;'CONDUTOR DE GADO'
462;'CONDUTOR DE MALAS'
463;'CONDUTOR MAQUINISTA'
464;'CONFEITEIRO'
465;'CONFERENTE DE CAIS DO PORTO'
466;'CONSTRUTOR'
467;'CONSULTOR'
468;'CONSULTOR FINANCEIRO'
469;'CONTADOR FINANCEIRO'
470;'CONTINUO'
471;'CONTORCIONISTA'
472;'CONTRA ALMIRANTE'
473;'CONTROLADOR DE PRODUÇÃO'
474;'COPEIRO'
475;'CORREEIRO'
476;'CORRETOR DE CAFÉ'
477;'CORRETOR DE IMÓVEIS'
478;'COSEDOR'
479;'COSTUREIRA'
480;'COZINHEIRO'
481;'CRIADOR DE GADO'
482;'CRONISTA'
483;'DANÇARINO'
484;'DATILOGRAFO'
485;'DENTISTA'
486;'DEPARTAMENTO DE PESSOAL'
487;'DESEMPREGADO'
488;'DESENHISTA'
489;'DESIGNER'
490;'DESPACHANTE ADUANEIRO'
491;'DESPACHANTE DO DETRAN'
492;'DESPORTISTA'
493;'DIAGRAMADOR'
494;'DIARISTA'
495;'DIGITADOR'
496;'DIRETOR AGRÍCOLA'
497;'DIRETOR COMERCIAL'
498;'DIRETOR DE COLÉGIO'
499;'DIRETOR DE CORREIOS'
500;'DIRETOR DE FINANÇAS'
501;'DIRETOR DE HOSPITAL'
502;'DIRETOR DE HOTEL'
503;'DIRETOR DE TRANSPORTE'
504;'DIRETOR PECUÁRIO'
505;'DIRETORA DE COLÉGIO'
506;'DIRETORA DE HOSPITAL'
507;'DISTRIBUIDOR DE JORNAL'
508;'DO LAR'
509;'DOCEIRO'
510;'ECONOMIARIO'
511;'EDITOR'
512;'EDUCADORA'
513;'ELETRICISTA'
514;'ELETRICITÁRIO'
515;'ELETROMECÂNICO'
516;'ELETROTECNICO'
517;'EMBAIXADOR'
518;'EMBALADOR'
519;'EMBALSAMADOR'
520;'EMPACOTADOR'
521;'EMPAPELADOR'
522;'EMPILHADOR'
523;'EMPREITEIRO'
524;'EMPREITEIRO DE OBRAS'
525;'EMPRESÁRIO'
526;'ENCADERNADOR'
527;'ENCAIXOTADOR'
528;'ENCANADOR'
529;'ENCARREGADO'
530;'ENCARREGADO DE OBRAS'
531;'ENCARREGADO DE SERVIÇOS GERAIS'
532;'ENFERMEIRO'
533;'ENGARRAFADOR'
534;'ENGENHEIRO AGRÔNOMO'
535;'ENGENHEIRO CIVIL'
536;'ENGENHEIRO ELETRICISTA'
537;'ENGENHEIRO ELETRÔNICO'
538;'ENGENHEIRO ELETROMECÂNICO'
539;'ENGENHEIRO FLORESTAL'
540;'ENGENHEIRO MECÂNICO'
541;'ENTALHADOR'
542;'ENTREGADOR'
543;'ENVERNIZADOR'
544;'ESCAFRANDISTA'
545;'ESCREVENTE'
546;'ESCRITOR'
547;'ESCRIVE'
548;'ESCRIVÃO'
549;'ESPECIALISTA DE BELEZA'
550;'ESPORTISTA'
551;'ESTAFETA'
552;'ESTAMPADOR'
553;'ESTEREOTIPISTA'
554;'ESTILISTA'
555;'ESTIVADOR'
556;'ESTOCADOR DE GESSO'
557;'ESTOFADOR'
558;'ETIQUETADOR'
559;'EXECUTIVO'
560;'EXPORTADOR'
561;'FAQUEIRO'
562;'FAROLEIRO'
563;'FATURISTA'
564;'FAXINEIRO'
565;'FAZENDEIRO'
566;'FEIRANTE'
567;'FERRAMENTEIRO'
568;'FERREIRO'
569;'FERROVIÁRIO'
570;'FIADOR'
571;'FIANDEIRA'
572;'FINANCISTA'
573;'FISCAL'
574;'FISCAL AGRÍCOLA'
575;'FISCAL DE AEROPORTO'
576;'FISCAL DE OBRA'
577;'FISCAL DE RENDAS'
578;'FISCAL DE RENDAS PÚBLICAS'
579;'FISCAL DE SANEAMENTO'
580;'FISCAL DE TRANSPORTE COLETIVO'
581;'FISCAL FLORESTAL'
582;'FLORICULTOR'
583;'FOGUISTA'
584;'FORJADOR'
585;'FOTOGRAFO'
586;'FRENTISTA'
587;'FRETEIRO'
588;'FUNCIONÁRIO PÚBLICO ESTADUAL'
589;'FUNCIONÁRIO PÚBLICO FEDERAL'
590;'FUNCIONÁRIO PÚBLICO MUNICIPAL'
591;'FUNDIDOR'
592;'FUNILEIRO'
593;'FUTEBOLISTA'
594;'FUZILEIRO NAVAL'
595;'GALVANIZADOR'
596;'GARÇOM'
597;'GARÇONETE'
598;'GARAGISTA'
599;'GARI'
600;'GARIMPEIRO'
601;'GAROTA DE PROGRAMA'
602;'GENETICISTA'
603;'GEOLOGISTA'
604;'GERENTE'
605;'GERENTE DE EXPORTAÇÃO'
606;'GERENTE DE FAZENDA'
607;'GERENTE DE LOJA'
608;'GERENTE DE POSTO'
609;'GESSEIRO'
610;'GOVERNANTA'
611;'GRÁFICO'
612;'GRANITEIRO'
613;'GRANJEIRO'
614;'GRAVADOR'
615;'GRAXEIRO'
616;'GUARDA'
617;'GUARDA BANCÁRIO'
618;'GUARDA DE CARRO'
619;'GUARDA NOTURNO'
620;'GUARDA VIDAS'
621;'GUILHOTINADO'
622;'GUINCHEIRO'
623;'GUITARRISTA'
624;'HISTORIADOR'
625;'IMEDIATO DE NAVIO'
626;'IMOBILIÁRIO'
627;'IMPORTADOR'
628;'IMPRESSOR'
629;'INCORPORADOR'
630;'INDUSTRIÁRIO'
631;'INDUSTRIAL'
632;'INSPETOR'
633;'INSTRUMENTISTA'
634;'INSTRUTOR DE AUTO ESCOLA'
635;'INSTRUTOR DE MECÂNICO'
636;'INSTRUTOR DE MUSCULAÇÃO'
637;'INSUFILMADOR DE VEICULO'
638;'INTERPRETE'
639;'JÓQUEI'
640;'JARDINEIRO'
641;'JOGADOR DE FUTEBOL'
642;'JORNALEIRO'
643;'JUBILADO'
644;'JUIZ CRIMINAL'
645;'JUIZ DE FUTEBOL'
646;'JURISTA'
647;'LADRILHEIRO'
648;'LAMINADOR'
649;'LANTERNEIRO'
650;'LAPIDÁRIO'
651;'LAVADEIRA'
652;'LAVADOR DE CARROS'
653;'LAVOURISTA'
654;'LAVRADOR'
655;'LEITEIRO'
656;'LEITURISTA'
657;'LENHADOR'
658;'LIMPADOR DE PÁRA-BRISA'
659;'LINOTIPISTA'
660;'LITÓGRAFO'
661;'LIVREIRO'
662;'LIXADOR'
663;'LOCADOR DE APARELHO DE SOM'
664;'LOCUTOR'
665;'LOCUTOR DE RODEIO'
666;'LUSTRADOR'
667;'LUTADOR'
668;'MADEIREIRO'
669;'MAESTRO'
670;'MAGAREFE'
671;'MAGISTRADO'
672;'MANEQUIM'
673;'MANICURE'
674;'MANIPULADOR PRODUTO QUÍMICO'
675;'MAQUETISTA'
676;'MAQUILADOR'
677;'MAQUINISTA'
678;'MAQUINISTA DE BORDO'
679;'MARÍTIMO'
680;'MARCENEIRO'
681;'MARINHEIRO'
682;'MARMORISTA'
683;'MASCATE'
684;'MASSOTERAPEUTA'
685;'MECÂNICO'
686;'MECÂNICO DE AERONAVE'
687;'MECÂNICO DE ELETRÔNICA'
688;'MECÂNICO OPERADOR'
689;'MECANOGRAFO'
690;'MEDICO'
691;'MEIO OFICIAL TORNEIRO'
692;'MENSAGEIRO'
693;'MERGULHADOR'
694;'MESTRE DE OBRA'
695;'MESTRE DE PANIFICAÇÃO'
696;'MESTRE HOTEL'
697;'MICROBIOLOGISTA'
698;'MICROEMPRESÁRIO'
699;'MILITAR'
700;'MILITAR ATIVO'
701;'MILITAR ESTRANGEIRO'
702;'MILITAR INATIVO'
703;'MINEIRO'
704;'MINISTRO'
705;'MODELO'
706;'MODISTA'
707;'MOLDADOR'
708;'MONTADOR'
709;'MORDOMO'
710;'MOTO BOY'
711;'MOTORNEIRO'
712;'MOTOTAXISTA'
713;'NATURALISTA'
714;'NAVEGADOR'
715;'NEGOCIANTE'
716;'OCUPAÇÃO NÃO CLASSIFICADA'
717;'ODONTOLOGO'
718;'OFFICE BOY'
719;'OFICIAL'
720;'OFICIAL DE CARTÓRIO'
721;'OFICIAL DE JUSTIÇA'
722;'OFICIAL LEGISLATIVO'
723;'OFTALMOLOGISTA'
724;'OLEIRO'
725;'OPERÁRIO'
726;'OPERADOR CINEMATOGRÁFICO'
727;'OPERADOR DE ÁUDIO'
728;'OPERADOR DE COMPUTADOR'
729;'OPERADOR DE DRAGA'
730;'OPERADOR DE EMPILHADEIRA'
731;'OPERADOR DE FORNO'
732;'OPERADOR DE GÁS'
733;'OPERADOR DE MAQUINA'
734;'OPERADOR DE MAQUINAS AGRÍCOLAS'
735;'OPERADOR DE MAQUINAS PESADAS'
736;'OPERADOR DE MOTO SERRA'
737;'OPERADOR DE RADIO'
738;'OPERADOR DE REATORES NUCLEARES'
739;'OPERADOR DE SUBESTAÇÃO'
740;'OPERADOR DE TELEFONE'
741;'OPERADOR DE TRANSMISSÃO'
742;'OPERADOR DE TV'
743;'OPERADOR DE XEROX'
744;'OURIVES'
745;'PADEIRO'
746;'PADRE'
747;'PAISAGISTA'
